id,name,sex,age,height,weight,team,noc,games,year,season,city,sport,event,medal
84,Stephen Anthony Abas,M,26.0,165.0,55.0,United States,USA,2004 Summer,2004,Summer,Athina,Wrestling,"Wrestling Men's Featherweight, Freestyle",Silver
145,Jeremy Abbott,M,28.0,175.0,70.0,United States,USA,2014 Winter,2014,Winter,Sochi,Figure Skating,Figure Skating Mixed Team,Bronze
150,Margaret Ives Abbott (-Dunne),F,23.0,,,United States,USA,1900 Summer,1900,Summer,Paris,Golf,Golf Women's Individual,Gold
153,Monica Cecilia Abbott,F,23.0,191.0,88.0,United States,USA,2008 Summer,2008,Summer,Beijing,Softball,Softball Women's Softball,Silver
165,Nia Nicole Abdallah,F,20.0,175.0,56.0,United States,USA,2004 Summer,2004,Summer,Athina,Taekwondo,Taekwondo Women's Featherweight,Silver
351,Julius Shareef Abdur-Rahim,M,23.0,202.0,104.0,United States,USA,2000 Summer,2000,Summer,Sydney,Basketball,Basketball Men's Basketball,Gold
391,Clarence John Abel,M,23.0,185.0,102.0,United States,USA,1924 Winter,1924,Winter,Chamonix,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
423,Michael Brent Abernathy,M,22.0,182.0,84.0,United States,USA,2000 Summer,2000,Summer,Sydney,Baseball,Baseball Men's Baseball,Gold
454,"Edgar Allen ""Ed"" Ablowich",M,19.0,182.0,68.0,United States,USA,1932 Summer,1932,Summer,Los Angeles,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
699,"Charles Edwin ""Charley"" Ackerly",M,22.0,,,United States,USA,1920 Summer,1920,Summer,Antwerpen,Wrestling,"Wrestling Men's Featherweight, Freestyle",Gold
762,"Gordon Belgum ""Gordy"" Adam",M,21.0,,,United States,USA,1936 Summer,1936,Summer,Berlin,Rowing,Rowing Men's Coxed Eights,Gold
807,"Benjamin Willard ""Ben"" Adams",M,22.0,188.0,78.0,United States,USA,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's Standing High Jump,Silver
807,"Benjamin Willard ""Ben"" Adams",M,22.0,188.0,78.0,United States,USA,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's Standing Long Jump,Bronze
813,Edgar Holmes Adams,M,36.0,,,United States,USA,1904 Summer,1904,Summer,St. Louis,Swimming,Swimming Men's Plunge For Distance,Silver
818,Harry Lester Adams,M,31.0,,,United States,USA,1912 Summer,1912,Summer,Stockholm,Shooting,"Shooting Men's Military Rifle, 200, 400, 500 and 600 metres, Team",Gold
836,Platt Adams,M,27.0,188.0,78.0,United States,USA,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's Standing High Jump,Gold
836,Platt Adams,M,27.0,188.0,78.0,United States,USA,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's Standing Long Jump,Silver
837,Rachael Alexis Adams,F,26.0,188.0,81.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,Bronze
962,"Charles ""Chuck"" Adkins",M,20.0,,,United States,USA,1952 Summer,1952,Summer,Helsinki,Boxing,Boxing Men's Light-Welterweight,Gold
963,Derrick Ralph Adkins,M,26.0,188.0,80.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 400 metres Hurdles,Gold
1017,Nathan Ghar-Jun Adrian,M,19.0,198.0,100.0,United States,USA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
1017,Nathan Ghar-Jun Adrian,M,23.0,198.0,100.0,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 100 metres Freestyle,Gold
1017,Nathan Ghar-Jun Adrian,M,23.0,198.0,100.0,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver
1017,Nathan Ghar-Jun Adrian,M,23.0,198.0,100.0,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
1017,Nathan Ghar-Jun Adrian,M,27.0,198.0,100.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 50 metres Freestyle,Bronze
1017,Nathan Ghar-Jun Adrian,M,27.0,198.0,100.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 100 metres Freestyle,Bronze
1017,Nathan Ghar-Jun Adrian,M,27.0,198.0,100.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
1017,Nathan Ghar-Jun Adrian,M,27.0,198.0,100.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
1122,Andre Kirk Agassi,M,26.0,180.0,80.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Tennis,Tennis Men's Singles,Gold
1313,Robyn Mokihana Ah Mow-Santos,F,32.0,172.0,67.0,United States,USA,2008 Summer,2008,Summer,Beijing,Volleyball,Volleyball Women's Volleyball,Silver
1322,Kevin Joseph Ahearn,M,23.0,175.0,73.0,United States,USA,1972 Winter,1972,Winter,Sapporo,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
1350,George Lewis Ahlgren,M,19.0,,,United States,USA,1948 Summer,1948,Summer,London,Rowing,Rowing Men's Coxed Eights,Gold
1380,"Christine M. ""Crissy"" Ahmann-Leighton (-Perham)",F,22.0,172.0,52.0,United States,USA,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
1380,"Christine M. ""Crissy"" Ahmann-Leighton (-Perham)",F,22.0,172.0,52.0,United States,USA,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 100 metres Butterfly,Silver
1380,"Christine M. ""Crissy"" Ahmann-Leighton (-Perham)",F,22.0,172.0,52.0,United States,USA,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
1444,"Christian ""Chris"" Ahrens",M,28.0,195.0,97.0,United States,USA,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Coxed Eights,Gold
1500,Kurt Harold Ainsworth,M,22.0,187.0,84.0,United States,USA,2000 Summer,2000,Summer,Sydney,Baseball,Baseball Men's Baseball,Gold
1622,Michelle Anne Akers,F,30.0,178.0,68.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Football,Football Women's Football,Gold
1682,Morolake Akinosun,F,22.0,163.0,61.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
1683,Foluke Antinuke Akinradewo,F,24.0,191.0,79.0,United States,USA,2012 Summer,2012,Summer,London,Volleyball,Volleyball Women's Volleyball,Silver
1683,Foluke Antinuke Akinradewo,F,28.0,191.0,79.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,Bronze
1730,Monica Aksamit,F,26.0,183.0,74.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Women's Sabre, Team",Bronze
2386,"Tenley Emma Albright (-Gardiner, -Blakely)",F,16.0,,,United States,USA,1952 Winter,1952,Winter,Oslo,Figure Skating,Figure Skating Women's Singles,Silver
2386,"Tenley Emma Albright (-Gardiner, -Blakely)",F,20.0,,,United States,USA,1956 Winter,1956,Winter,Cortina d'Ampezzo,Figure Skating,Figure Skating Women's Singles,Gold
2387,"David Donald ""Dave"" Albritton",M,23.0,191.0,79.0,United States,USA,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's High Jump,Silver
2440,"Frederick Pitt ""Fred"" Alderman",M,22.0,177.0,75.0,United States,USA,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
2443,"Joan ""Jody"" Alderson (-Braskamp)",F,17.0,170.0,59.0,United States,USA,1952 Summer,1952,Summer,Helsinki,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
2552,Hugh Vincenzo Alessandroni,M,24.0,,,United States,USA,1932 Summer,1932,Summer,Los Angeles,Fencing,"Fencing Men's Foil, Team",Bronze
2636,"Stephen Todd ""Steve"" Alford",M,19.0,185.0,74.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Basketball,Basketball Men's Basketball,Gold
2695,Nia Sifaatihii Ali,F,27.0,170.0,65.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 100 metres Hurdles,Silver
2832,"William Charles ""Bill"" Allen",M,24.0,188.0,95.0,United States,USA,1972 Summer,1972,Summer,Munich,Sailing,Sailing Mixed Three Person Keelboat,Gold
2833,John Chad Allen,M,21.0,185.0,86.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Baseball,Baseball Men's Baseball,Bronze
2863,Walter Ray Allen,M,25.0,192.0,93.0,United States,USA,2000 Summer,2000,Summer,Sydney,Basketball,Basketball Men's Basketball,Gold
2869,"Scott Ethan ""Scotty"" Allen",M,14.0,163.0,69.0,United States,USA,1964 Winter,1964,Winter,Innsbruck,Figure Skating,Figure Skating Men's Singles,Bronze
2871,"Terence de la Mesa ""Terry"" Allen",M,32.0,,,United States,USA,1920 Summer,1920,Summer,Antwerpen,Polo,Polo Men's Polo,Bronze
2874,Wyatt Allen,M,25.0,193.0,98.0,United States,USA,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Coxed Eights,Gold
2874,Wyatt Allen,M,29.0,193.0,98.0,United States,USA,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Coxed Eights,Bronze
2929,Lynne Marie Allsup (-Olson),F,15.0,163.0,59.0,United States,USA,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
3150,"Eduardo C. ""Eddy"" Alvarez",M,24.0,175.0,72.0,United States,USA,2014 Winter,2014,Winter,Sochi,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Silver
3363,Christie Ambrosi,F,23.0,172.0,70.0,United States,USA,2000 Summer,2000,Summer,Sydney,Softball,Softball Women's Softball,Gold
3466,"Joseph Brian ""Joe"" Amlong",M,27.0,186.0,86.0,United States,USA,1964 Summer,1964,Summer,Tokyo,Rowing,Rowing Men's Coxed Eights,Gold
3467,"Thomas Kennedy ""Tom"" Amlong",M,29.0,186.0,91.0,United States,USA,1964 Summer,1964,Summer,Tokyo,Rowing,Rowing Men's Coxed Eights,Gold
3491,"Anthony Lewis ""Tony"" Amonte",M,31.0,183.0,91.0,United States,USA,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
3681,"Elizabeth Rambo ""Beth"" Anders",F,32.0,174.0,73.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Hockey,Hockey Women's Hockey,Bronze
3792,Alyssa Jean Anderson,F,21.0,173.0,64.0,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
3793,Andrea Arlene Anderson (-Bolder),F,22.0,164.0,61.0,United States,USA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
3797,Brett Franklin Anderson,M,20.0,193.0,104.0,United States,USA,2008 Summer,2008,Summer,Beijing,Baseball,Baseball Men's Baseball,Bronze
3799,Charles Howard Anderson,M,33.0,,,United States,USA,1948 Summer,1948,Summer,London,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Gold
3815,Gary Lee Anderson,M,25.0,183.0,77.0,United States,USA,1964 Summer,1964,Summer,Tokyo,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres",Gold
3815,Gary Lee Anderson,M,29.0,183.0,77.0,United States,USA,1968 Summer,1968,Summer,Mexico City,Shooting,"Shooting Mixed Free Rifle, Three Positions, 300 metres",Gold
3820,Haley Danita Anderson,F,20.0,178.0,68.0,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 10 kilometres Open Water,Silver
3823,Jamie Louise Anderson,F,23.0,160.0,54.0,United States,USA,2014 Winter,2014,Winter,Sochi,Snowboarding,Snowboarding Women's Slopestyle,Gold
3828,John Franklin Anderson,M,25.0,191.0,97.0,United States,USA,1932 Summer,1932,Summer,Los Angeles,Athletics,Athletics Men's Discus Throw,Gold
3845,"Matthew John ""Matt"" Anderson",M,29.0,202.0,100.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,Bronze
3847,Miller Altman Anderson,M,25.0,,,United States,USA,1948 Summer,1948,Summer,London,Diving,Diving Men's Springboard,Silver
3847,Miller Altman Anderson,M,29.0,,,United States,USA,1952 Summer,1952,Summer,Helsinki,Diving,Diving Men's Springboard,Silver
3854,Paul Edward Anderson,M,24.0,178.0,141.0,United States,USA,1956 Summer,1956,Summer,Melbourne,Weightlifting,Weightlifting Men's Heavyweight,Gold
3862,"Stephen Eugene ""Steve"" Anderson",M,22.0,190.0,77.0,United States,USA,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 110 metres Hurdles,Silver
3865,"Osborne ""Ty"" Anderson",M,23.0,175.0,77.0,United States,USA,1932 Winter,1932,Winter,Lake Placid,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
3869,Wendell Richard Anderson,M,22.0,182.0,77.0,United States,USA,1956 Winter,1956,Winter,Cortina d'Ampezzo,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
3874,"William Lloyd ""Willie"" Anderson, Jr.",M,21.0,200.0,86.0,United States,USA,1988 Summer,1988,Summer,Seoul,Basketball,Basketball Men's Basketball,Bronze
4057,"William Jules ""Bill"" Andre",M,25.0,178.0,68.0,United States,USA,1956 Summer,1956,Summer,Melbourne,Modern Pentathlon,Modern Pentathlon Men's Team,Silver
4083,Larry Edwin Andreasen,M,18.0,163.0,61.0,United States,USA,1964 Summer,1964,Summer,Tokyo,Diving,Diving Men's Springboard,Bronze
4153,Arthur Fleming Andrews,M,27.0,,,United States,USA,1904 Summer,1904,Summer,St. Louis,Cycling,Cycling Men's 5 mile,Bronze
4153,Arthur Fleming Andrews,M,27.0,,,United States,USA,1904 Summer,1904,Summer,St. Louis,Cycling,Cycling Men's 25 mile,Silver
4165,Theresa Andrews,F,21.0,167.0,62.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 100 metres Backstroke,Gold
4165,Theresa Andrews,F,21.0,167.0,62.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
4340,Kurt Steven Angle,M,27.0,178.0,100.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Gold
4505,Carmelo Kyan Anthony,M,20.0,203.0,109.0,United States,USA,2004 Summer,2004,Summer,Athina,Basketball,Basketball Men's Basketball,Bronze
4505,Carmelo Kyan Anthony,M,24.0,203.0,109.0,United States,USA,2008 Summer,2008,Summer,Beijing,Basketball,Basketball Men's Basketball,Gold
4505,Carmelo Kyan Anthony,M,28.0,203.0,109.0,United States,USA,2012 Summer,2012,Summer,London,Basketball,Basketball Men's Basketball,Gold
4505,Carmelo Kyan Anthony,M,32.0,203.0,109.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Gold
4515,"Michael E. ""Mike"" Anti",M,40.0,173.0,73.0,United States,USA,2004 Summer,2004,Summer,Athina,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Silver
4538,"Matthew ""Matt"" Antoine",M,28.0,190.0,84.0,United States,USA,2014 Winter,2014,Winter,Sochi,Skeleton,Skeleton Men's Skeleton,Bronze
4737,Lloyd Otto Appleton,M,22.0,,,United States,USA,1928 Summer,1928,Summer,Amsterdam,Wrestling,"Wrestling Men's Welterweight, Freestyle",Silver
5027,"Edwin Yancey ""Eddie"" Argo",M,36.0,,,United States,USA,1932 Summer,1932,Summer,Los Angeles,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Gold
5058,"Marcus Mills Pomeroy ""Mark"" Arie",M,38.0,,,United States,USA,1920 Summer,1920,Summer,Antwerpen,Shooting,Shooting Men's Trap,Gold
5058,"Marcus Mills Pomeroy ""Mark"" Arie",M,38.0,,,United States,USA,1920 Summer,1920,Summer,Antwerpen,Shooting,"Shooting Men's Trap, Team",Gold
5149,"Raymond Richard ""Ray"" Armstead",M,24.0,187.0,76.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
5152,"Elizabeth ""Betsey"" Armstrong",F,25.0,188.0,77.0,United States,USA,2008 Summer,2008,Summer,Beijing,Water Polo,Water Polo Women's Water Polo,Silver
5152,"Elizabeth ""Betsey"" Armstrong",F,29.0,188.0,77.0,United States,USA,2012 Summer,2012,Summer,London,Water Polo,Water Polo Women's Water Polo,Gold
5156,"Debra Rae ""Debbie"" Armstrong",F,20.0,165.0,62.0,United States,USA,1984 Winter,1984,Winter,Sarajevo,Alpine Skiing,Alpine Skiing Women's Giant Slalom,Gold
5167,Kristin Ann Armstrong (-Savola),F,34.0,173.0,58.0,United States,USA,2008 Summer,2008,Summer,Beijing,Cycling,Cycling Women's Individual Time Trial,Gold
5167,Kristin Ann Armstrong (-Savola),F,38.0,173.0,58.0,United States,USA,2012 Summer,2012,Summer,London,Cycling,Cycling Women's Individual Time Trial,Gold
5167,Kristin Ann Armstrong (-Savola),F,42.0,173.0,58.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Individual Time Trial,Gold
5173,"Michel Taylor ""Tate"" Armstrong",M,20.0,190.0,77.0,United States,USA,1976 Summer,1976,Summer,Montreal,Basketball,Basketball Men's Basketball,Gold
5212,Jay Joseph Hoyland Arnette,M,21.0,188.0,79.0,United States,USA,1960 Summer,1960,Summer,Roma,Basketball,Basketball Men's Basketball,Gold
5298,"Jacob Joseph ""Jake"" Arrieta",M,22.0,193.0,102.0,United States,USA,2008 Summer,2008,Summer,Beijing,Baseball,Baseball Men's Baseball,Bronze
5331,"Samantha ""Sam"" Arsenault (-Livingstone)",F,18.0,178.0,69.0,United States,USA,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
5363,"Alexander Vladimirovich ""Sasha"" Artemev",M,22.0,168.0,,United States,USA,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Team All-Around,Bronze
5467,Kevin Yoshimi Asano,M,25.0,162.0,60.0,United States,USA,1988 Summer,1988,Summer,Seoul,Judo,Judo Men's Extra-Lightweight,Silver
5493,Peter Gregory Asch,M,23.0,188.0,82.0,United States,USA,1972 Summer,1972,Summer,Munich,Water Polo,Water Polo Men's Water Polo,Bronze
5527,Lesley Ashburner,M,20.0,,,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's 110 metres Hurdles,Bronze
5540,"Horace Ashenfelter, III",M,29.0,178.0,66.0,United States,USA,1952 Summer,1952,Summer,Helsinki,Athletics,"Athletics Men's 3,000 metres Steeplechase",Gold
5547,Evelyn Ashford (-Washington),F,27.0,165.0,52.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 100 metres,Gold
5547,Evelyn Ashford (-Washington),F,27.0,165.0,52.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
5547,Evelyn Ashford (-Washington),F,31.0,165.0,52.0,United States,USA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 100 metres,Silver
5547,Evelyn Ashford (-Washington),F,31.0,165.0,52.0,United States,USA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
5547,Evelyn Ashford (-Washington),F,35.0,165.0,52.0,United States,USA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
5578,"Gerald Howard ""Gerry"" Ashworth",M,22.0,180.0,75.0,United States,USA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
5579,Jeanne Chesley Ashworth (-Walker-),F,21.0,157.0,57.0,United States,USA,1960 Winter,1960,Winter,Squaw Valley,Speed Skating,Speed Skating Women's 500 metres,Bronze
5882,"Susanne Jean ""Susie"" Atwood",F,19.0,170.0,66.0,United States,USA,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 100 metres Backstroke,Bronze
5882,"Susanne Jean ""Susie"" Atwood",F,19.0,170.0,66.0,United States,USA,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 200 metres Backstroke,Silver
5882,"Susanne Jean ""Susie"" Atwood",F,19.0,170.0,66.0,United States,USA,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
5928,"Victor Lee ""Vic"" Auer",M,35.0,175.0,73.0,United States,USA,1972 Summer,1972,Summer,Munich,Shooting,"Shooting Mixed Small-Bore Rifle, Prone, 50 metres",Silver
5949,Stacey Orlando Augmon,M,20.0,200.0,87.0,United States,USA,1988 Summer,1988,Summer,Seoul,Basketball,Basketball Men's Basketball,Bronze
5971,Seimone Delicia Augustus,F,24.0,183.0,74.0,United States,USA,2008 Summer,2008,Summer,Beijing,Basketball,Basketball Women's Basketball,Gold
5971,Seimone Delicia Augustus,F,28.0,183.0,74.0,United States,USA,2012 Summer,2012,Summer,London,Basketball,Basketball Women's Basketball,Gold
5971,Seimone Delicia Augustus,F,32.0,183.0,74.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Gold
6022,"Arthur ""Art"" Austin",M,21.0,,,United States,USA,1924 Summer,1924,Summer,Paris,Water Polo,Water Polo Men's Water Polo,Bronze
6025,Charles Allen Austin,M,28.0,183.0,77.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's High Jump,Gold
6030,"Michael MacKay ""Mike"" Austin",M,21.0,185.0,85.0,United States,USA,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
6034,"Timothy ""Tim"" Austin",M,21.0,167.0,51.0,United States,USA,1992 Summer,1992,Summer,Barcelona,Boxing,Boxing Men's Flyweight,Bronze
6173,"Albert ""Albie"" Axelrod",M,39.0,183.0,86.0,United States,USA,1960 Summer,1960,Summer,Roma,Fencing,"Fencing Men's Foil, Individual",Bronze
6185,Charles Sumner Axtell,M,49.0,,,United States,USA,1908 Summer,1908,Summer,London,Shooting,"Shooting Men's Free Pistol, 50 yards, Team",Gold
6270,"Arthur DeLancey ""Dan"" Ayrault, Jr.",M,21.0,193.0,86.0,United States,USA,1956 Summer,1956,Summer,Melbourne,Rowing,Rowing Men's Coxed Pairs,Gold
6270,"Arthur DeLancey ""Dan"" Ayrault, Jr.",M,25.0,193.0,86.0,United States,USA,1960 Summer,1960,Summer,Roma,Rowing,Rowing Men's Coxless Fours,Gold
6317,"Anthony Lawrence ""Tony"" Azevedo",M,26.0,186.0,90.0,United States,USA,2008 Summer,2008,Summer,Beijing,Water Polo,Water Polo Men's Water Polo,Silver
6366,Jennifer Lynn Azzi,F,27.0,172.0,64.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Basketball,Basketball Women's Basketball,Gold
6429,"Jack Babashoff, Jr.",M,21.0,191.0,84.0,United States,USA,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Men's 100 metres Freestyle,Silver
6429,"Jack Babashoff, Jr.",M,21.0,191.0,84.0,United States,USA,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
6430,Shirley Frances Babashoff,F,15.0,178.0,67.0,United States,USA,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 100 metres Freestyle,Silver
6430,Shirley Frances Babashoff,F,15.0,178.0,67.0,United States,USA,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 200 metres Freestyle,Silver
6430,Shirley Frances Babashoff,F,15.0,178.0,67.0,United States,USA,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
6430,Shirley Frances Babashoff,F,15.0,178.0,67.0,United States,USA,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
6430,Shirley Frances Babashoff,F,19.0,178.0,67.0,United States,USA,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 200 metres Freestyle,Silver
6430,Shirley Frances Babashoff,F,19.0,178.0,67.0,United States,USA,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 400 metres Freestyle,Silver
6430,Shirley Frances Babashoff,F,19.0,178.0,67.0,United States,USA,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 800 metres Freestyle,Silver
6430,Shirley Frances Babashoff,F,19.0,178.0,67.0,United States,USA,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
6430,Shirley Frances Babashoff,F,19.0,178.0,67.0,United States,USA,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
6436,Kristen Elizabeth Babb-Sprague,F,23.0,178.0,58.0,United States,USA,1992 Summer,1992,Summer,Barcelona,Synchronized Swimming,Synchronized Swimming Women's Solo,Gold
6440,"Henry Stoddard ""Harry"" Babcock",M,21.0,188.0,75.0,United States,USA,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's Pole Vault,Gold
6448,Alonzo Carl Babers,M,22.0,188.0,70.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 400 metres,Gold
6448,Alonzo Carl Babers,M,22.0,188.0,70.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
6471,"Richard Aldrich ""Rink"" Babka",M,23.0,195.0,121.0,United States,USA,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Discus Throw,Silver
6513,Michael Richardson Bach,M,24.0,193.0,89.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Men's Coxed Fours,Silver
6587,David Anthony Backes,M,25.0,190.0,100.0,United States,USA,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
6591,Robin James Backhaus,M,17.0,183.0,77.0,United States,USA,1972 Summer,1972,Summer,Munich,Swimming,Swimming Men's 200 metres Butterfly,Bronze
6617,"Charles James Bacon, Jr.",M,23.0,183.0,77.0,United States,USA,1908 Summer,1908,Summer,London,Athletics,Athletics Men's 400 metres Hurdles,Gold
6655,Lance Thomas Bade,M,25.0,170.0,88.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Shooting,Shooting Men's Trap,Bronze
6841,Shannon Deanne Bahrke,F,21.0,162.0,55.0,United States,USA,2002 Winter,2002,Winter,Salt Lake City,Freestyle Skiing,Freestyle Skiing Women's Moguls,Silver
6841,Shannon Deanne Bahrke,F,29.0,162.0,55.0,United States,USA,2010 Winter,2010,Winter,Vancouver,Freestyle Skiing,Freestyle Skiing Women's Moguls,Bronze
6878,Margaret Ann Bailes (Johnson-),F,17.0,170.0,65.0,United States,USA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
6887,"Christina ""Chris"" Bailey",F,26.0,167.0,73.0,United States,USA,1998 Winter,1998,Winter,Nagano,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
6887,"Christina ""Chris"" Bailey",F,30.0,167.0,73.0,United States,USA,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
